DiseaseID	DiseaseName
MESH:D012497	Sandhoff Disease
DOID:0111493	Combined oxidative phosphorylation deficiency 12
DOID:201	Connective tissue cancer
MESH:C567570	Mitchell-Riley Syndrome
DOID:8500	Hereditary retinal dystrophy
MESH:D009468	Neuromuscular Diseases
ICD10:C69	Malignant neoplasm of unspecified conjunctiva
DOID:9562	Primary ciliary dyskinesia
MESH:D010001	Osteitis Deformans
MESH:D017044	Polycystic Kidney, Autosomal Recessive
MESH:D008375	Maple Syrup Urine Disease
MESH:C567422	Retinitis Pigmentosa 41
MESH:D057092	Geographic Atrophy
MESH:C566254	Arrhythmogenic Right Ventricular Dysplasia, Familial, 1
DOID:0111590	Cohen syndrome
MESH:D007859	Learning Disabilities
DOID:0060118	Thoracic disease
MESH:C536004	Familial apoceruloplasmin deficiency
MESH:D004392	Dwarfism
DOID:0050589	Inflammatory bowel disease
MESH:C536862	Spastic paraplegia 26, autosomal recessive
MESH:C537333	Siderius X-linked mental retardation syndrome
MESH:C563705	Deafness, Autosomal Recessive 23
ICD10:Q74	Oth congen malform of upper limb(s)  inc shoulder girdle
MESH:D020751	Alcohol-Induced Disorders
DOID:0111556	Steatocystoma multiplex
DOID:0050771	Pheochromocytoma
MESH:C564050	Thrombocytopenia, Platelet Dysfunction, Hemolysis, and Imbalanced Globin Synthesis
MESH:C566618	Phosphoglycerate Dehydrogenase Deficiency
DOID:0111633	Congenital sucrase-isomaltase deficiency
ICD10:Q56	Hermaphroditism  not elsewhere classified
MESH:D009443	Neuritis
MESH:D009155	Mutism
MESH:C537689	Joubert syndrome 6
MESH:C537991	Charcot-Marie-Tooth disease, Type 2B2
MESH:D005097	Exostoses, Multiple Hereditary
DOID:0111783	Otopalatodigital syndrome type 1
MESH:C548076	Pseudohypoparathyroidism Type 1C
ICD10:E802	Unspecified porphyria
MESH:D003704	Dementia
MESH:C537185	Pierson syndrome
MESH:C536028	Martsolf syndrome
MESH:D058494	Walker-Warburg Syndrome
MESH:C536726	Zlotogora-Ogur syndrome
MESH:D003784	Dental Pulp Calcification
MESH:C538380	HHH syndrome
DOID:653	purine-pyrimidine metabolic disorder
MESH:C564643	Usher Syndrome, Type IG
MESH:C564393	Vitamin K-Dependent Clotting Factors, Combined Deficiency Of, Type 2
ICD10:C44	Unspecified malignant neoplasm of skin of lip
DOID:0060246	MASA syndrome
DOID:0110782	Hereditary spastic paraplegia 31
MESH:C564048	Dystonia 3, Torsion, X-Linked
MESH:D000069279	Drug Resistant Epilepsy
MESH:C565221	Erythrocytosis, Familial, 3
MESH:C566186	Cardiac Conduction Defect, Nonprogressive
MESH:C565195	Deafness, Congenital, with Inner Ear Agenesis, Microtia, and Microdontia
MESH:C536042	Osteogenesis imperfecta, type 2A
MESH:D005911	Gliosis
MESH:D052497	Lipodystrophy, Congenital Generalized
MESH:C565705	Diabetes Mellitus, Neonatal, with Congenital Hypothyroidism
MESH:D013705	Temporomandibular Joint Disorders
MESH:D009041	Motion Sickness
MESH:D000417	Albinism
DOID:0050951	Hereditary ataxia
ICD10:D681	Hereditary factor XI deficiency
ICD10:G249	Dystonia  unspecified
DOID:0060291	Oculodentodigital dysplasia
MESH:C537250	Hemophagocytic lymphohistiocytosis, familial, 2
MESH:C565537	46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related
MESH:C537985	Charcot-Marie-Tooth disease, Type 1D
MESH:C535289	Rapp-Hodgkin syndrome
ICD10:H52	Hypermetropia  unspecified eye
DOID:3490	Noonan syndrome
DOID:0112177	Mayer-Rokitansky-Kuster-Hauser syndrome
DOID:0060173	Timothy syndrome
MESH:C563692	Glaucoma 1, Open Angle, G
MESH:D006453	Hemoglobinopathies
MESH:C563653	Kallikrein, Decreased Urinary Activity of
MESH:C563665	Mitochondrial Phosphate Carrier Deficiency
ICD10:C844	Peripheral T-cell lymphoma  NEC  unspecified site
DOID:13241	Behcet's disease
MESH:D007153	Immunologic Deficiency Syndromes
MESH:C563876	AICAR Transformylase Inosine Monophosphate Cyclohydrolase Deficiency
DOID:0060775	Microvillus inclusion disease
DOID:0111033	African iron overload
MESH:D000230	Adenocarcinoma
DOID:14218	Dihydropyrimidine dehydrogenase deficiency
MESH:C567206	Cone-Rod Dystrophy 12
DOID:4795	GM2 gangliosidosis, AB variant
DOID:0060640	Ethylmalonic encephalopathy
MESH:C563424	Diabetes Mellitus, Permanent Neonatal, With Neurologic Features
MESH:C536830	Glut1 Deficiency Syndrome
MESH:C567097	Krabbe Disease, Atypical, due to Saposin A Deficiency
DOID:0050684	Bowen-Conradi syndrome
MESH:C562829	Megalocornea
ICD10:Q02	Microcephaly
MESH:C565920	Bardet-Biedl Syndrome 11
ICD10:H520	Hypermetropia  unspecified eye
DOID:5204	fructose-1,6-bisphosphatase deficiency
DOID:349	Systemic mastocytosis
MESH:D000544	Alzheimer Disease
MESH:D020388	Muscular Dystrophy, Duchenne
MESH:D014927	Wolff-Parkinson-White Syndrome
MESH:D004065	Digestive System Abnormalities
MESH:D016767	Caroli Disease
DOID:13372	Alpha 1-antitrypsin deficiency
MESH:D019966	Substance-Related Disorders
MESH:C535493	Epidermolysis bullosa, lethal acantholytic
MESH:C567192	Arginine-Glycine Amidinotransferase Deficiency
MESH:C564888	Glycogen Storage Disease of Heart, Lethal Congenital
MESH:C566826	Parietal Foramina
DOID:3093	Nervous system cancer
MESH:C566440	Microphthalmia, Syndromic 6
DOID:0050467	Erythrokeratodermia variabilis
MESH:C538159	McKusick Kaufman syndrome
MESH:D011218	Prader-Willi Syndrome
MESH:D008850	Microphthalmos
MESH:C566551	Glaucoma 1, Open Angle, D
MESH:C538119	Hirschsprung disease ganglioneuroblastoma
MESH:D056770	Netherton Syndrome
DOID:707	B-cell lymphoma
MESH:C563999	Retinitis Pigmentosa 12
MESH:D001171	Arthritis, Juvenile
DOID:0080315	Megalencephalic leukoencephalopathy with subcortical cysts
MESH:C564269	Slowed Nerve Conduction Velocity, Autosomal Dominant
ICD10:C96	Multifocal and multisystemic Langerhans-cell histiocytosis
DOID:0111509	lymphedema-distichiasis syndrome
MESH:C567688	Factor XIII, B Subunit, Deficiency Of
MESH:C565278	Dimethylglycine Dehydrogenase Deficiency
DOID:582	Hemoglobinuria
MESH:C564599	Spastic Paraplegia 7, Autosomal Recessive
MESH:C564171	Palmoplantar Keratoderma, Epidermolytic, with Knuckle Pads
MESH:C563739	Erythrokeratodermia Variabilis 3
MESH:C535516	Hereditary leiomyomatosis and renal cell cancer
DOID:0111669	Hyaline fibromatosis syndrome
MESH:D006391	Hemangioma
MESH:C535970	Coloboma of optic nerve
MESH:C566889	Glycogen Storage Disease IIIA
MESH:D000505	Alopecia
MESH:C537206	Spinocerebellar Ataxia 29
MESH:C535480	Corneal dystrophy, gelatinous drop-like
MESH:C565898	Microcephalic Osteodysplastic Primordial Dwarfism, Type II
MESH:C580062	Epidermal Nevus
MESH:D019595	Severe Dengue
MESH:D015228	Hypertriglyceridemia
MESH:C564025	Striatonigral Degeneration, Infantile, Mitochondrial
MESH:C535933	Cholestasis, progressive familial intrahepatic 1
DOID:3973	Thyroid gland medullary carcinoma
DOID:14498	Lipoid proteinosis
MESH:C565532	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type I
MESH:D014550	Urinary Incontinence, Stress
ICD10:Q784	Enchondromatosis
MESH:C563801	Fanconi Anemia, Complementation Group J
MESH:D000749	Anemia, Megaloblastic
ICD10:E722	Disorder of urea cycle metabolism  unspecified
ICD10:Q85	Neurofibromatosis  unspecified
MESH:C566908	Lissencephaly 3
DOID:0080362	X-linked spondyloepiphyseal dysplasia tarda
DOID:0090030	corticosteroid-binding globulin deficiency
MESH:C564160	Pseudohypoaldosteronism, Type IIa
MESH:D003930	Diabetic Retinopathy
MESH:D006947	Hyperkalemia
MESH:D002276	Carcinoid Tumor
DOID:3529	Central core disease
MESH:D015594	Optic Disk Drusen
MESH:D019214	Gingival Overgrowth
MESH:C536561	Trimethylaminuria
MESH:C564052	Thrombocytopenia 1
DOID:0080857	Primary ovarian insufficiency 1
MESH:C565957	Amyotrophic Lateral Sclerosis 2, Juvenile
DOID:3119	Gastrointestinal system cancer
DOID:627	Severe combined immunodeficiency
MESH:D015433	Glomerulonephritis, Membranous
MESH:D016108	Epidermolysis Bullosa Dystrophica
DOID:0111545	Familial male-limited precocious puberty
DOID:0080043	Achondrogenesis
MESH:D054429	Leukemia, Myelomonocytic, Juvenile
MESH:C566021	Tuberous Sclerosis 2
MESH:C535740	Congenital disorder of glycosylation type 1B
DOID:0081072	Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome
ICD10:F42	Obsessive-compulsive disorder
DOID:0050946	Charlevoix-Saguenay spastic ataxia
MESH:D058456	Retinal Telangiectasis
DOID:4249	Gerstmann-Straussler-Scheinker syndrome
DOID:0060394	Chromosome 15q13.3 microdeletion syndrome
ICD10:E70	Classical phenylketonuria
ICD10:G710	Muscular dystrophy  unspecified
MESH:D016757	Death, Sudden, Cardiac
DOID:0111227	Chromosome 3-linked frontotemporal dementia
MESH:C567382	Crouzon Syndrome With Acanthosis Nigricans
MESH:D002345	Carotid Body Tumor
DOID:0080490	Mucolipidosis type IV
MESH:D012640	Seizures
DOID:1925	Coffin-Siris syndrome
DOID:0111158	SADDAN
MESH:D001289	Attention Deficit Disorder with Hyperactivity
MESH:D016518	Neurofibromatosis 2
DOID:14687	Diastrophic dysplasia
MESH:C565152	Corticosteroid-Binding Globulin Deficiency
MESH:D052878	Urolithiasis
MESH:C565733	Wolfram Syndrome 2
DOID:1270	Hereditary hemorrhagic telangiectasia
MESH:C566815	Char syndrome
DOID:12270	Coloboma
MESH:C564859	Uridine 5-Prime Monophosphate Hydrolase Deficiency, Hemolytic Anemia due to
MESH:D006933	Hyperbilirubinemia, Hereditary
MESH:D018902	Chondrodysplasia Punctata, Rhizomelic
DOID:4890	Juvenile myoclonic epilepsy
DOID:2723	Dermatitis
MESH:C563676	Retinitis Pigmentosa 33
MESH:C536450	Cowchock syndrome
MESH:C567085	Aortic Aneurysm, Familial Thoracic 6
MESH:C567282	Lipodystrophy, Congenital Generalized, Type 3
MESH:C536059	Osteopetrosis, mild autosomal recessive form
MESH:C563981	Spinal Muscular Atrophy, Distal, Congenital Nonprogressive
MESH:C535738	Erythrokeratodermia with ataxia
MESH:C567595	Retinitis Pigmentosa, X-Linked, And Sinorespiratory Infections, With Or Without Deafness
MESH:D012912	Sneezing
MESH:C562880	Amelogenesis Imperfecta, Type III
DOID:891	Progressive myoclonus epilepsy
ICD10:D18	Hemangioma unspecified site
MESH:D020190	Myoclonic Epilepsy, Juvenile
MESH:D006552	Hernia, Inguinal
DOID:2121	Ectodermal dysplasia
MESH:C535306	2-Hydroxyglutaricaciduria
MESH:D006012	Glycogen Storage Disease Type V
ICD10:E538	Deficiency of other specified B group vitamins
MESH:D001816	Bloom Syndrome
ICD10:D824	Hyperimmunoglobulin E [IgE] syndrome
MESH:D012509	Sarcoma
DOID:4606	Bile duct cancer
ICD10:Q9	Trisomy 21  nonmosaicism (meiotic nondisjunction)
MESH:D054969	Primary Dysautonomias
MESH:D002386	Cataract
DOID:14761	Greig cephalopolysyndactyly syndrome
DOID:0080028	Spondyloepimetaphyseal dysplasia, Strudwick type
MESH:D056829	Hereditary Angioedema Types I and II
MESH:D017490	Ichthyosis, Lamellar
MESH:C537806	18-Hydroxylase deficiency
ICD10:E	Congenital iodine-deficiency syndrome  neurological type
DOID:2748	Glycogen storage disease III
DOID:0080763	Diffuse gastric cancer
MESH:D058729	Peripheral Arterial Disease
MESH:C536984	MORM syndrome
DOID:0060440	Epithelial and subepithelial dystrophy
MESH:C567302	Diamond-Blackfan Anemia 1
AmyCo:67	PrP Systemic Amyloidosis
MESH:C565510	Homocystinuria-Megaloblastic Anemia due to Defect in Cobalamin Metabolism, CblE Complementation Type
DOID:11984	Hypertrophic cardiomyopathy
MESH:C565792	Microcephaly, Primary Autosomal Recessive, 4
MESH:D056486	Chemical and Drug Induced Liver Injury
ICD10:E8	Hereditary erythropoietic porphyria
DOID:229	Female reproductive system disease
MESH:D011038	Rothmund-Thomson Syndrome
ICD10:C750	Malignant neoplasm of parathyroid gland
ICD10:N04	Nephrotic syndrome with minor glomerular abnormality
MESH:C564679	Cardiomyopathy, Dilated, 1l
MESH:D063730	Rickets, Hypophosphatemic
ICD10:K3	Functional dyspepsia
MESH:C564753	Usher Syndrome, Type IC
MESH:D010538	Peritonitis
MESH:C536629	Schimke immunoosseous dysplasia
MESH:C538141	Sulfite oxidase deficiency
DOID:2978	Carbohydrate metabolic disorder
MESH:C563156	Brunner Syndrome
DOID:13636	Fanconi anemia
MESH:C562733	Fundus Albipunctatus
ICD10:Q2	Common arterial trunk
MESH:C537089	Brachydactyly type A2
MESH:C562649	Enterokinase Deficiency
MESH:D006953	Hyperlipoproteinemia Type IV
DOID:0090122	Aromatase excess syndrome
MESH:C565799	Ectrodactyly, Ectodermal Dysplasia, and Cleft Lip-Palate Syndrome 3
MESH:C567678	Corneal Dystrophy, Fuchs Endothelial, 3
DOID:0060849	osteoporosis-pseudoglioma syndrome
DOID:0090119	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome
MESH:D010033	Otitis Media
DOID:0111203	Distal hereditary motor neuronopathy type 5
DOID:5520	Head and neck squamous cell carcinoma
ICD10:C88	Waldenstrom macroglobulinemia
ICD10:H55	Unspecified nystagmus
MESH:C535344	Cataract, posterior polar, 4
DOID:2361	Macrocytic anemia
MESH:C536607	Brody myopathy
MESH:C563844	Muscular Dystrophy, Congenital, Type 1D
DOID:0050950	Autosomal recessive cerebellar ataxia
DOID:543	Dystonia
DOID:11949	Creutzfeldt-Jakob disease
MESH:C567027	Deafness, Autosomal Recessive, 24
MESH:C566915	Meckel Syndrome, Type 5
DOID:13580	Cholestasis
DOID:0060062	Familial juvenile hyperuricemic nephropathy
MESH:C537153	Hypomagnesemia primary
MESH:C567195	Exocrine Pancreatic Insufficiency, Dyserythropoietic Anemia, and Calvarial Hyperostosis
MESH:C567268	Niemann-Pick Disease, Intermediate, Protracted Neurovisceral
MESH:C566474	Night Blindness, Congenital Stationary, Autosomal Dominant 1
MESH:C565100	Diabetes Mellitus, Insulin-Dependent, 2
MESH:C565448	Pyruvate Dehydrogenase E2 Deficiency
DOID:12721	Multiple epiphyseal dysplasia
MESH:D006344	Heart Septal Defects, Atrial
MESH:C535805	Stargardt disease 3
MESH:D009293	Opioid-Related Disorders
MESH:C566873	Hereditary bundle branch system defect
MESH:C535434	Beta ketothiolase deficiency
DOID:1681	Heart septal defect
MESH:D009759	Nystagmus, Pathologic
MESH:D008104	Liver Cirrhosis, Alcoholic
MESH:C563977	Venous Malformations, Multiple Cutaneous and Mucosal
MESH:C566138	Charcot-Marie-Tooth Disease, Axonal, Type 2a1
MESH:C565359	Hypertension, Early-Onset, Autosomal Dominant, with Severe Exacerbation in Pregnancy
MESH:D014693	Ventricular Fibrillation
MESH:D008065	Lipoid Proteinosis of Urbach and Wiethe
MESH:C537577	Microcephalic osteodysplastic primordial dwarfism, type 1
MESH:D005155	Facial Nerve Diseases
MESH:C536439	Corneal endothelial dystrophy type 2
DOID:11201	Parathyroid gland disease
MESH:C548078	Mungan Syndrome
MESH:D020961	Lewy Body Disease
MESH:C535506	Episodic Ataxia, Type 2
DOID:0060061	Primary cutaneous T-cell non-Hodgkin lymphoma
MESH:C563464	Orofacial Cleft 7
MESH:D019956	Stereotypic Movement Disorder
DOID:0080217	Lysosomal and lipase deficiency
DOID:28	Endocrine system disease
MESH:C535741	Congenital disorder of glycosylation type 1C
MESH:D010300	Parkinson Disease
MESH:C564948	Neuropathy, Hereditary Sensory, with Spastic Paraplegia, Autosomal Recessive
ICD10:M08	Unsp juvenile rheumatoid arthritis of unspecified site
MESH:D016891	Polycystic Kidney, Autosomal Dominant
MESH:C566586	Usher Syndrome, Type IF
MESH:D049932	Nijmegen Breakage Syndrome
MESH:D004374	Ductus Arteriosus, Patent
MESH:D016470	Bacteremia
MESH:C535417	Charcot-Marie-Tooth disease, Type 2J
MESH:C567210	Endocrine-Cerebroosteodysplasia
DOID:13099	Moyamoya disease
DOID:2452	Thrombophilia
MESH:C536056	Osteopetrosis autosomal dominant type 1
MESH:D004401	Dysarthria
MESH:C537701	Hyperostosis corticalis deformans juvenilis
ICD10:D70	Congenital agranulocytosis
DOID:0050798	Cerebral creatine deficiency syndrome
MESH:C000598645	Spheroid body myopathy
DOID:0080926	7q11.23 duplication syndrome
MESH:C557827	Immune dysfunction with T-cell inactivation due to calcium entry defect 2
MESH:C564242	Muscular Dystrophy, Limb-Girdle, Type 1F
DOID:0080036	SOST-related sclerosing bone dysplasia
MESH:C565965	AMR Syndrome
MESH:C537500	Striatonigral degeneration infantile
DOID:0080796	Core binding factor acute myeloid leukemia
MESH:C563209	Hyaluronidase Deficiency
DOID:0110927	Nemaline myopathy 3
DOID:0050452	Mevalonic aciduria
DOID:0050834	CHARGE syndrome
DOID:0060162	dentatorubral-pallidoluysian atrophy
MESH:D014897	Spinal Muscular Atrophies of Childhood
DOID:14737	Craniofrontonasal syndrome
DOID:0111822	CHILD syndrome
MESH:C563172	Pituitary Hormone Deficiency, Combined, 2
DOID:0050793	Short QT syndrome
MESH:C536173	Diffuse palmoplantar keratoderma, Bothnian type
MESH:C566930	Nephronophthisis 7
MESH:C565822	Congenital Cataracts, Facial Dysmorphism, And Neuropathy
DOID:11119	Gilles de la Tourette syndrome
MESH:C537248	Hemochromatosis, type 3
ICD10:D581	Hereditary elliptocytosis
MESH:C537849	Norrie disease
DOID:9119	Acute myeloid leukemia
MESH:C537210	Knuckle pads, leuconychia and sensorineural deafness
MESH:C567009	Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation
MESH:D006332	Cardiomegaly
MESH:C536703	Wieacker syndrome
MESH:C566612	Deafness, Autosomal Dominant 13
MESH:D007669	Kidney Calculi
MESH:C567851	Ventricular Fibrillation, Paroxysmal Familial, 1
DOID:0060444	Granular corneal dystrophy 2
MESH:C566987	Congenital Disorder Of Glycosylation, Type IIH
MESH:C537910	Bardet-Biedl syndrome 2
MESH:D001284	Atrophy
DOID:17	Musculoskeletal system disease
DOID:0080191	PTEN hamartoma tumor syndrome
MESH:C566452	Corneal Dystrophy, Congenital Stromal
DOID:2914	Immune system disease
DOID:573	Nerve compression syndrome
ICD10:J85	Gangrene and necrosis of lung
MESH:D016584	Panic Disorder
DOID:0050156	Idiopathic pulmonary fibrosis
MESH:D020336	Paraparesis, Spastic
DOID:0111932	Severe congenital encephalopathy due to MECP2 mutation
ICD10:D180	Hemangioma unspecified site
MESH:D003586	Cytomegalovirus Infections
ICD10:I675	Moyamoya disease
MESH:C537617	Krause-Kivlin syndrome
DOID:0060486	Perry syndrome
MESH:D012600	Scoliosis
MESH:C564474	Hyperekplexia and Epilepsy
MESH:D008586	Meningitis, Pneumococcal
MESH:C535311	Costeff optic atrophy syndrome
MESH:D006528	Carcinoma, Hepatocellular
MESH:C567661	Progeria Syndrome, Childhood-Onset
ICD10:E753	Sphingolipidosis  unspecified
DOID:1932	Angelman syndrome
MESH:D059327	Brachydactyly
DOID:14723	beta-ketothiolase deficiency
MESH:D016506	Pemphigus, Benign Familial
MESH:C562718	Glycogen Storage Disease XII
MESH:D055847	Lynch Syndrome II
MESH:D006562	Herpes Zoster
DOID:14731	Weaver syndrome
DOID:3345	Xanthomatosis
MESH:C536159	Keratosis Follicularis Spinulosa Decalvans, X-Linked
MESH:D011561	Pseudoxanthoma Elasticum
MESH:C566527	Muscular Dystrophy, Congenital, Megaconial Type
MESH:C579932	Autosomal Dominant Nocturnal Frontal Lobe Epilepsy
DOID:0110030	Alpha thalassemia-X-linked intellectual disability syndrome
MESH:C535694	Malignant hyperthermia susceptibility type 1
MESH:C565550	Bernard-Soulier Syndrome, Type C
MESH:D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma
MESH:D006314	Hearing Loss, Conductive
ICD10:E744	Disorders of pyruvate metabolism and gluconeogenesis
MESH:D014029	Tobacco Use Disorder
MESH:D020326	Migraine without Aura
DOID:0110003	3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia
DOID:18	Urinary system disease
DOID:9942	Lymph node disease
MESH:D056846	Weill-Marchesani Syndrome
DOID:0050572	cone-rod dystrophy
MESH:D012871	Skin Diseases
DOID:2340	Craniosynostosis
DOID:2129	Atypical teratoid rhabdoid tumor
DOID:12177	Common variable immunodeficiency
MESH:C536992	Moyamoya disease 2
DOID:0060651	MYH-9 related disease
MESH:C565836	Vanishing White Matter Leukodystrophy with Ovarian Failure
DOID:0080008	Ischemic bone disease
MESH:D002545	Brain Ischemia
MESH:D015209	Cholangitis, Sclerosing
MESH:C566402	Methylmalonate Semialdehyde Dehydrogenase Deficiency
MESH:C566384	Hyperthyroidism, Familial Gestational
DOID:0110725	Neuronal ceroid lipofuscinosis 10
MESH:C567527	Ehlers-Danlos Syndrome, Type VII, Autosomal Recessive
MESH:C564185	Hip Dysplasia, Beukes Type
ICD10:D35	Benign neoplasm of unspecified adrenal gland
MESH:C564506	Spinal Muscular Atrophy, Distal, X-Linked 3
DOID:0090144	Donnai-Barrow syndrome
DOID:1697	Ichthyosis
MESH:C565316	Deafness, Autosomal Dominant 39, with Dentinogenesis Imperfecta 1
MESH:C567141	Bardet-Biedl Syndrome 14
